Radius_[pixels],Normalized_Integrated_Intensity,X_Fit:_Gaussian,Fit:_Gaussian
,,153.606,89.0759
,,153.9,88.9222
,,154.194,88.7684
,,154.488,88.6144
,,154.781,88.4603
,,155.075,88.3061
,,155.369,88.1517
,,155.663,87.9972
,,155.957,87.8426
,,156.251,87.6879
,,156.545,87.5331
,,156.839,87.3782
,,157.133,87.2231
,,157.427,87.0679
,,157.721,86.9127
,,158.015,86.7573
,,158.309,86.6018
,,158.603,86.4463
,,158.897,86.2906
,,159.191,86.1348
,,159.485,85.979
,,159.779,85.823
,,160.073,85.6669
,,160.367,85.5108
,,160.661,85.3546
,,160.955,85.1983
,,161.249,85.0419
,,161.543,84.8855
,,161.837,84.7289
,,162.13,84.5723
,,162.424,84.4156
,,162.718,84.2589
,,163.012,84.1021
,,163.306,83.9452
,,163.6,83.7882
,,163.894,83.6312
,,164.188,83.4742
,,164.482,83.317
,,164.776,83.1598
,,165.07,83.0026
,,165.364,82.8453
,,165.658,82.688
,,165.952,82.5306
,,166.246,82.3732
,,166.54,82.2157
,,166.834,82.0582
,,167.128,81.9006
,,167.422,81.743
,,167.716,81.5854
,,168.01,81.4278
,,168.304,81.2701
,,168.598,81.1124
,,168.892,80.9546
,,169.186,80.7969
,,169.479,80.6391
,,169.773,80.4813
,,170.067,80.3235
,,170.361,80.1656
,,170.655,80.0078
,,170.949,79.8499
,,171.243,79.692
,,171.537,79.5342
,,171.831,79.3763
,,172.125,79.2184
,,172.419,79.0605
,,172.713,78.9026
,,173.007,78.7447
,,173.301,78.5868
,,173.595,78.4289
,,173.889,78.271
,,174.183,78.1132
,,174.477,77.9553
,,174.771,77.7975
,,175.065,77.6397
,,175.359,77.4819
,,175.653,77.3241
,,175.947,77.1663
,,176.241,77.0086
,,176.534,76.8509
,,176.828,76.6932
,,177.122,76.5355
,,177.416,76.3779
,,177.71,76.2203
,,178.004,76.0627
,,178.298,75.9052
,,178.592,75.7477
,,178.886,75.5903
,,179.18,75.4329
,,179.474,75.2755
,,179.768,75.1182
,,180.062,74.9609
,,180.356,74.8037
,,180.65,74.6466
,,180.944,74.4894
,,181.238,74.3324
,,181.532,74.1754
,,181.826,74.0185
,,182.12,73.8616
,,182.414,73.7048
,,182.708,73.548
,,183.002,73.3913
,,183.296,73.2347
,,183.589,73.0782
,,183.883,72.9217
,,184.177,72.7653
,,184.471,72.609
,,184.765,72.4527
,,185.059,72.2966
,,185.353,72.1405
,,185.647,71.9845
,,185.941,71.8285
,,186.235,71.6727
,,186.529,71.517
,,186.823,71.3613
,,187.117,71.2057
,,187.411,71.0502
,,187.705,70.8949
,,187.999,70.7396
,,188.293,70.5844
,,188.587,70.4293
,,188.881,70.2743
,,189.175,70.1194
,,189.469,69.9646
,,189.763,69.8099
,,190.057,69.6553
,,190.351,69.5009
,,190.645,69.3465
,,190.938,69.1923
,,191.232,69.0382
,,191.526,68.8841
,,191.82,68.7303
,,192.114,68.5765
,,192.408,68.4228
,,192.702,68.2693
,,192.996,68.1159
,,193.29,67.9626
,,193.584,67.8094
,,193.878,67.6564
,,194.172,67.5035
,,194.466,67.3507
,,194.76,67.1981
,,195.054,67.0456
,,195.348,66.8932
,,195.642,66.741
,,195.936,66.5889
,,196.23,66.4369
,,196.524,66.2851
,,196.818,66.1334
,,197.112,65.9819
,,197.406,65.8305
,,197.7,65.6793
,,197.993,65.5282
,,198.287,65.3773
,,198.581,65.2265
,,198.875,65.0759
,,199.169,64.9254
,,199.463,64.7751
,,199.757,64.6249
,,200.051,64.4749
,,200.345,64.3251
,,200.639,64.1754
,,200.933,64.0259
,,201.227,63.8766
,,201.521,63.7274
,,201.815,63.5784
,,202.109,63.4295
,,202.403,63.2808
,,202.697,63.1323
,,202.991,62.984
,,203.285,62.8358
,,203.579,62.6878
,,203.873,62.54
,,204.167,62.3924
,,204.461,62.2449
,,204.755,62.0977
,,205.049,61.9506
,,205.342,61.8037
,,205.636,61.6569
,,205.93,61.5104
,,206.224,61.3641
,,206.518,61.2179
,,206.812,61.0719
,,207.106,60.9261
,,207.4,60.7805
,,207.694,60.6351
,,207.988,60.4899
,,208.282,60.3449
,,208.576,60.2001
,,208.87,60.0555
,,209.164,59.9111
,,209.458,59.7668
,,209.752,59.6228
,,210.046,59.479
,,210.34,59.3354
,,210.634,59.192
,,210.928,59.0488
,,211.222,58.9058
,,211.516,58.763
,,211.81,58.6204
,,212.104,58.478
,,212.397,58.3359
,,212.691,58.1939
,,212.985,58.0522
,,213.279,57.9107
,,213.573,57.7693
,,213.867,57.6283
,,214.161,57.4874
,,214.455,57.3467
,,214.749,57.2063
,,215.043,57.0661
,,215.337,56.9261
,,215.631,56.7863
,,215.925,56.6468
,,216.219,56.5074
,,216.513,56.3683
,,216.807,56.2295
,,217.101,56.0908
,,217.395,55.9524
,,217.689,55.8142
,,217.983,55.6762
,,218.277,55.5385
,,218.571,55.401
,,218.865,55.2638
,,219.159,55.1267
,,219.452,54.9899
,,219.746,54.8534
,,220.04,54.7171
,,220.334,54.581
,,220.628,54.4451
,,220.922,54.3095
,,221.216,54.1742
,,221.51,54.039
,,221.804,53.9041
,,222.098,53.7695
,,222.392,53.6351
,,222.686,53.5009
,,222.98,53.367
,,223.274,53.2334
,,223.568,53.0999
,,223.862,52.9668
,,224.156,52.8339
,,224.45,52.7012
,,224.744,52.5688
,,225.038,52.4366
,,225.332,52.3047
,,225.626,52.173
,,225.92,52.0416
,,226.214,51.9104
,,226.508,51.7795
,,226.801,51.6488
,,227.095,51.5184
,,227.389,51.3883
,,227.683,51.2584
,,227.977,51.1288
,,228.271,50.9994
,,228.565,50.8703
,,228.859,50.7414
,,229.153,50.6128
,,229.447,50.4845
,,229.741,50.3564
,,230.035,50.2286
,,230.329,50.1011
,,230.623,49.9738
,,230.917,49.8468
,,231.211,49.72
,,231.505,49.5935
,,231.799,49.4673
,,232.093,49.3414
,,232.387,49.2157
,,232.681,49.0902
,,232.975,48.9651
,,233.269,48.8402
,,233.563,48.7156
,,233.857,48.5912
,,234.15,48.4672
,,234.444,48.3433
,,234.738,48.2198
,,235.032,48.0966
,,235.326,47.9736
,,235.62,47.8508
,,235.914,47.7284
,,236.208,47.6062
,,236.502,47.4843
,,236.796,47.3627
,,237.09,47.2414
,,237.384,47.1203
,,237.678,46.9995
,,237.972,46.879
,,238.266,46.7587
,,238.56,46.6388
,,238.854,46.5191
,,239.148,46.3997
,,239.442,46.2806
,,239.736,46.1617
,,240.03,46.0431
,,240.324,45.9248
,,240.618,45.8068
,,240.912,45.6891
,,241.205,45.5717
,,241.499,45.4545
,,241.793,45.3376
,,242.087,45.221
,,242.381,45.1047
,,242.675,44.9886
,,242.969,44.8729
,,243.263,44.7574
,,243.557,44.6422
,,243.851,44.5273
,,244.145,44.4127
,,244.439,44.2983
,,244.733,44.1843
,,245.027,44.0705
,,245.321,43.957
,,245.615,43.8438
,,245.909,43.7309
,,246.203,43.6183
,,246.497,43.506
,,246.791,43.3939
,,247.085,43.2822
,,247.379,43.1707
,,247.673,43.0595
,,247.967,42.9486
,,248.26,42.838
,,248.554,42.7276
,,248.848,42.6176
,,249.142,42.5079
,,249.436,42.3984
,,249.73,42.2892
,,250.024,42.1803
,,250.318,42.0718
,,250.612,41.9634
,,250.906,41.8554
,,251.2,41.7477
,,251.494,41.6403
,,251.788,41.5331
,,252.082,41.4263
,,252.376,41.3197
,,252.67,41.2134
,,252.964,41.1074
,,253.258,41.0017
,,253.552,40.8963
,,253.846,40.7912
,,254.14,40.6864
,,254.434,40.5818
,,254.728,40.4776
,,255.022,40.3736
,,255.316,40.27
,,255.609,40.1666
,,255.903,40.0635
,,256.197,39.9607
,,256.491,39.8582
,,256.785,39.756
,,257.079,39.6541
,,257.373,39.5525
,,257.667,39.4511
,,257.961,39.3501
,,258.255,39.2494
,,258.549,39.1489
,,258.843,39.0487
,,259.137,38.9489
,,259.431,38.8493
,,259.725,38.75
,,260.019,38.651
,,260.313,38.5523
,,260.607,38.4538
,,260.901,38.3557
,,261.195,38.2579
,,261.489,38.1603
,,261.783,38.0631
,,262.077,37.9661
,,262.371,37.8694
,,262.664,37.773
,,262.958,37.6769
,,263.252,37.5811
,,263.546,37.4856
,,263.84,37.3904
,,264.134,37.2955
,,264.428,37.2008
,,264.722,37.1065
,,265.016,37.0124
,,265.31,36.9186
,,265.604,36.8251
,,265.898,36.732
,,266.192,36.639
,,266.486,36.5464
,,266.78,36.4541
,,267.074,36.3621
,,267.368,36.2703
,,267.662,36.1789
,,267.956,36.0877
,,268.25,35.9968
,,268.544,35.9062
,,268.838,35.8159
,,269.132,35.7259
,,269.426,35.6362
,,269.72,35.5467
,,270.013,35.4576
,,270.307,35.3687
,,270.601,35.2801
,,270.895,35.1918
,,271.189,35.1038
,,271.483,35.0161
,,271.777,34.9287
,,272.071,34.8415
,,272.365,34.7547
,,272.659,34.6681
,,272.953,34.5818
,,273.247,34.4958
,,273.541,34.41
,,273.835,34.3246
,,274.129,34.2395
,,274.423,34.1546
,,274.717,34.07
,,275.011,33.9857
,,275.305,33.9017
,,275.599,33.8179
,,275.893,33.7345
,,276.187,33.6513
,,276.481,33.5684
,,276.775,33.4858
,,277.068,33.4035
,,277.362,33.3214
,,277.656,33.2397
,,277.95,33.1582
,,278.244,33.077
,,278.538,32.996
,,278.832,32.9154
,,279.126,32.835
,,279.42,32.7549
,,279.714,32.6751
,,280.008,32.5956
,,280.302,32.5163
,,280.596,32.4374
,,280.89,32.3587
,,281.184,32.2802
,,281.478,32.2021
,,281.772,32.1242
,,282.066,32.0466
,,282.36,31.9693
,,282.654,31.8923
,,282.948,31.8155
,,283.242,31.739
,,283.536,31.6628
,,283.83,31.5868
,,284.124,31.5112
,,284.417,31.4358
,,284.711,31.3606
,,285.005,31.2858
,,285.299,31.2112
,,285.593,31.1369
,,285.887,31.0628
,,286.181,30.9891
,,286.475,30.9156
,,286.769,30.8423
,,287.063,30.7694
,,287.357,30.6967
,,287.651,30.6242
,,287.945,30.5521
,,288.239,30.4802
,,288.533,30.4086
,,288.827,30.3372
,,289.121,30.2661
,,289.415,30.1953
,,289.709,30.1247
,,290.003,30.0544
,,290.297,29.9844
,,290.591,29.9146
,,290.885,29.8451
,,291.179,29.7759
,,291.473,29.7069
,,291.766,29.6382
,,292.06,29.5698
,,292.354,29.5016
,,292.648,29.4336
,,292.942,29.366
,,293.236,29.2986
,,293.53,29.2314
,,293.824,29.1645
,,294.118,29.0979
,,294.412,29.0315
,,294.706,28.9654
,,295,28.8995
